Mapa,Jogador,Time,Agente,R,ACS,K,D,A,+/-,KAST,ADR,HS%,FK,FD,+/-_FK_FD,Time1,Score_T1,Time2,Score_T2,target,Impacto_Ofensivo,Impacto_Suporte,Impacto_Geral
AllMaps,kiNgg,LEV,Viper,1.05,214.0,87,78,33,9,74.0,141.0,32.0,10.0,8.0,2.0,G2,63,LEV,56,0,0.75,0.414,1.165
AllMaps,C0M,LEV,Skye,1.01,181.0,77,80,37,-3,69.0,128.0,28.0,12.0,7.0,5.0,G2,63,LEV,56,0,0.597,0.406,1.003
AllMaps,Mazino,LEV,Brimstone,0.99,225.0,94,93,50,1,78.0,144.0,31.0,7.0,11.0,-4.0,G2,63,LEV,56,0,0.69,0.376,1.066
AllMaps,tex,LEV,Gekko,0.79,166.0,69,85,15,-16,66.0,113.0,34.0,10.0,18.0,-8.0,G2,63,LEV,56,0,0.534,0.335,0.868
AllMaps,zekken,SEN,Raze,1.41,317.0,46,33,21,13,77.0,213.0,29.0,12.0,8.0,4.0,SEN,27,NRG,20,1,0.854,0.462,1.315
AllMaps,Zellsis,SEN,Cypher,1.28,212.0,37,24,22,13,83.0,135.0,22.0,2.0,1.0,1.0,SEN,27,NRG,20,1,0.742,0.454,1.196
AllMaps,TenZ,SEN,Omen,1.22,209.0,36,29,24,7,77.0,134.0,20.0,5.0,3.0,2.0,SEN,27,NRG,20,1,0.745,0.437,1.183
AllMaps,Sacy,SEN,Fade,1.22,218.0,38,26,17,12,81.0,145.0,36.0,3.0,5.0,-2.0,SEN,27,NRG,20,1,0.778,0.41,1.187
AllMaps,johnqt,SEN,Deadlock,0.87,150.0,25,28,9,-3,70.0,102.0,33.0,3.0,4.0,-1.0,SEN,27,NRG,20,1,0.556,0.363,0.919
AllMaps,Ethan,NRG,Breach,0.98,195.0,32,34,23,-2,74.0,118.0,24.0,5.0,3.0,2.0,SEN,27,NRG,20,0,0.603,0.407,1.01
AllMaps,s0m,NRG,Clove,0.94,195.0,30,35,21,-5,74.0,131.0,23.0,4.0,6.0,-2.0,SEN,27,NRG,20,0,0.561,0.368,0.929
AllMaps,Victor,NRG,Neon,0.84,219.0,34,41,10,-7,62.0,150.0,24.0,9.0,13.0,-4.0,SEN,27,NRG,20,0,0.576,0.333,0.909
AllMaps,crashies,NRG,Gekko,0.7,138.0,23,35,14,-12,57.0,92.0,26.0,1.0,3.0,-2.0,SEN,27,NRG,20,0,0.457,0.314,0.771
AllMaps,FiNESSE,NRG,Cypher,0.64,133.0,21,38,8,-17,53.0,90.0,16.0,3.0,1.0,2.0,SEN,27,NRG,20,0,0.462,0.334,0.796
AllMaps,leaf,G2,Killjoy,1.12,222.0,48,43,19,5,70.0,155.0,19.0,4.0,7.0,-3.0,G2,31,C9,32,1,0.753,0.376,1.129
AllMaps,valyn,G2,Omen,1.11,210.0,45,43,21,2,78.0,129.0,26.0,10.0,5.0,5.0,G2,31,C9,32,1,0.694,0.432,1.126
AllMaps,trent,G2,Sova,1.1,181.0,42,38,15,4,71.0,118.0,27.0,6.0,6.0,0.0,G2,31,C9,32,1,0.703,0.397,1.101
AllMaps,JonahP,G2,Kayo,0.95,176.0,39,43,24,-4,63.0,108.0,20.0,7.0,5.0,2.0,G2,31,C9,32,1,0.549,0.385,0.934
AllMaps,icy,G2,Neon,0.86,171.0,39,44,17,-5,65.0,110.0,20.0,5.0,8.0,-3.0,G2,31,C9,32,1,0.523,0.34,0.863
AllMaps,runi,C9,Sova,1.17,198.0,42,34,25,8,79.0,129.0,33.0,3.0,1.0,2.0,G2,31,C9,32,0,0.749,0.445,1.193
AllMaps,OXY,C9,Jett,1.02,239.0,54,48,12,6,71.0,152.0,26.0,15.0,10.0,5.0,G2,31,C9,32,0,0.759,0.41,1.169
AllMaps,vanity,C9,Omen,0.91,196.0,45,48,23,-3,70.0,130.0,23.0,7.0,7.0,0.0,G2,31,C9,32,0,0.588,0.376,0.963
AllMaps,moose,C9,Killjoy,0.9,152.0,35,38,10,-3,71.0,115.0,21.0,3.0,4.0,-1.0,G2,31,C9,32,0,0.553,0.368,0.92
AllMaps,Xeppaa,C9,Kayo,0.85,174.0,35,45,25,-10,68.0,118.0,23.0,3.0,10.0,-7.0,G2,31,C9,32,0,0.533,0.344,0.877
AllMaps,TenZ,SEN,Omen,1.24,222.0,39,29,10,10,70.0,138.0,30.0,6.0,6.0,0.0,SEN,26,KRU,21,1,0.77,0.411,1.181
AllMaps,zekken,SEN,Raze,1.21,279.0,41,39,16,2,74.0,190.0,22.0,8.0,8.0,0.0,SEN,26,KRU,21,1,0.772,0.414,1.186
AllMaps,Zellsis,SEN,Breach,1.12,150.0,25,23,22,2,81.0,96.0,18.0,1.0,1.0,0.0,SEN,26,KRU,21,1,0.603,0.425,1.029
AllMaps,Sacy,SEN,Fade,1.0,181.0,30,30,12,0,70.0,122.0,27.0,5.0,6.0,-1.0,SEN,26,KRU,21,1,0.635,0.377,1.012
AllMaps,johnqt,SEN,Cypher,0.95,172.0,26,30,14,-4,72.0,123.0,32.0,2.0,4.0,-2.0,SEN,26,KRU,21,1,0.558,0.366,0.924
AllMaps,keznit,KRÜ,Raze,1.08,249.0,39,36,9,3,74.0,165.0,26.0,11.0,3.0,8.0,SEN,26,KRU,21,0,0.748,0.422,1.17
AllMaps,Melser,KRÜ,Omen,1.05,193.0,34,28,13,6,83.0,122.0,26.0,5.0,4.0,1.0,SEN,26,KRU,21,0,0.72,0.421,1.141
AllMaps,heat,KRÜ,Fade,1.04,205.0,35,32,13,3,81.0,134.0,36.0,3.0,4.0,-1.0,SEN,26,KRU,21,0,0.715,0.399,1.114
AllMaps,Shyy,KRÜ,Killjoy,0.67,135.0,23,31,10,-8,60.0,96.0,25.0,2.0,5.0,-3.0,SEN,26,KRU,21,0,0.469,0.312,0.78
AllMaps,Klaus,KRÜ,Viper,0.66,127.0,20,34,11,-14,64.0,93.0,27.0,4.0,6.0,-2.0,SEN,26,KRU,21,0,0.475,0.322,0.797
AllMaps,Ethan,NRG,Yoru,1.13,271.0,37,32,11,5,78.0,162.0,23.0,7.0,3.0,4.0,NRG,15,G2,26,0,0.788,0.434,1.222
AllMaps,s0m,NRG,Omen,0.94,200.0,26,32,20,-6,76.0,132.0,32.0,3.0,4.0,-1.0,NRG,15,G2,26,0,0.576,0.38,0.956
AllMaps,crashies,NRG,Fade,0.91,151.0,21,23,14,-2,80.0,103.0,21.0,1.0,1.0,0.0,NRG,15,G2,26,0,0.531,0.402,0.932
AllMaps,Victor,NRG,Clove,0.79,186.0,27,32,10,-5,63.0,131.0,33.0,4.0,11.0,-7.0,NRG,15,G2,26,0,0.554,0.33,0.884
AllMaps,FiNESSE,NRG,Deadlock,0.38,110.0,13,38,10,-25,46.0,71.0,22.0,3.0,4.0,-1.0,NRG,15,G2,26,0,0.395,0.282,0.678
AllMaps,leaf,G2,Killjoy,1.43,272.0,40,23,9,17,71.0,172.0,20.0,8.0,4.0,4.0,NRG,15,G2,26,1,0.823,0.454,1.277
AllMaps,trent,G2,Sova,1.25,270.0,38,30,16,8,80.0,177.0,38.0,5.0,4.0,1.0,NRG,15,G2,26,1,0.829,0.437,1.266
AllMaps,valyn,G2,Omen,1.06,180.0,25,23,18,2,85.0,116.0,19.0,2.0,2.0,0.0,NRG,15,G2,26,1,0.641,0.417,1.057
AllMaps,JonahP,G2,Breach,0.99,169.0,25,25,21,0,76.0,114.0,27.0,2.0,3.0,-1.0,NRG,15,G2,26,1,0.608,0.385,0.994
AllMaps,icy,G2,Jett,0.98,194.0,29,23,5,6,88.0,134.0,27.0,6.0,5.0,1.0,NRG,15,G2,26,1,0.722,0.377,1.099
AllMaps,zekken,SEN,Jett,1.42,296.0,40,24,6,16,85.0,181.0,26.0,16.0,5.0,11.0,SEN,26,C9,13,1,0.844,0.443,1.287
AllMaps,Zellsis,SEN,Breach,1.3,208.0,31,18,14,13,77.0,136.0,16.0,0.0,3.0,-3.0,SEN,26,C9,13,1,0.718,0.407,1.125
AllMaps,TenZ,SEN,Omen,1.05,184.0,24,23,17,1,77.0,128.0,27.0,2.0,3.0,-1.0,SEN,26,C9,13,1,0.646,0.394,1.04
AllMaps,johnqt,SEN,Killjoy,1.01,177.0,26,21,5,5,72.0,107.0,29.0,3.0,1.0,2.0,SEN,26,C9,13,1,0.702,0.371,1.074
AllMaps,Sacy,SEN,Sova,0.94,140.0,18,21,19,-3,79.0,99.0,30.0,2.0,5.0,-3.0,SEN,26,C9,13,1,0.524,0.372,0.897
AllMaps,Xeppaa,C9,Gekko,1.11,202.0,27,26,15,1,77.0,133.0,25.0,5.0,2.0,3.0,SEN,26,C9,13,0,0.677,0.43,1.107
AllMaps,moose,C9,Killjoy,0.88,132.0,19,24,5,-5,62.0,82.0,24.0,2.0,3.0,-1.0,SEN,26,C9,13,0,0.47,0.306,0.775
AllMaps,runi,C9,Breach,0.8,148.0,20,29,15,-9,69.0,98.0,27.0,1.0,2.0,-1.0,SEN,26,C9,13,0,0.473,0.354,0.827
AllMaps,vanity,C9,Omen,0.77,161.0,21,28,10,-7,62.0,106.0,17.0,4.0,7.0,-3.0,SEN,26,C9,13,0,0.501,0.326,0.827
AllMaps,OXY,C9,Jett,0.57,153.0,18,32,7,-14,62.0,101.0,22.0,4.0,8.0,-4.0,SEN,26,C9,13,0,0.467,0.282,0.749
AllMaps,s0m,NRG,Omen,1.24,243.0,54,40,27,14,82.0,152.0,31.0,6.0,1.0,5.0,NRG,34,KRU,28,1,0.79,0.461,1.252
AllMaps,crashies,NRG,Breach,1.1,210.0,45,37,20,8,79.0,141.0,23.0,4.0,2.0,2.0,NRG,34,KRU,28,1,0.742,0.428,1.17
AllMaps,Ethan,NRG,Yoru,1.07,232.0,50,45,25,5,82.0,142.0,19.0,11.0,3.0,8.0,NRG,34,KRU,28,1,0.744,0.434,1.178
AllMaps,Victor,NRG,Neon,0.94,237.0,52,46,7,6,68.0,148.0,23.0,15.0,14.0,1.0,NRG,34,KRU,28,1,0.743,0.362,1.104
AllMaps,FiNESSE,NRG,Cypher,0.86,162.0,37,39,14,-2,74.0,112.0,20.0,4.0,2.0,2.0,NRG,34,KRU,28,1,0.565,0.394,0.959
AllMaps,Shyy,KRÜ,Viper,1.07,185.0,44,43,16,1,68.0,130.0,39.0,1.0,3.0,-2.0,NRG,34,KRU,28,0,0.649,0.372,1.021
AllMaps,Melser,KRÜ,Omen,1.03,206.0,45,48,15,-3,79.0,134.0,36.0,6.0,7.0,-1.0,NRG,34,KRU,28,0,0.625,0.395,1.019
AllMaps,heat,KRÜ,Skye,1.03,213.0,46,50,23,-4,69.0,138.0,30.0,4.0,11.0,-7.0,NRG,34,KRU,28,0,0.608,0.365,0.973
AllMaps,keznit,KRÜ,Raze,0.95,228.0,47,49,15,-2,68.0,148.0,26.0,9.0,14.0,-5.0,NRG,34,KRU,28,0,0.638,0.355,0.993
AllMaps,mta,KRÜ,Cypher,0.65,121.0,25,49,13,-24,66.0,78.0,32.0,2.0,5.0,-3.0,NRG,34,KRU,28,0,0.457,0.32,0.777
AllMaps,JonahP,G2,Viper,1.13,205.0,50,44,29,6,72.0,124.0,18.0,9.0,4.0,5.0,G2,33,KRU,32,1,0.724,0.424,1.148
AllMaps,valyn,G2,Omen,0.99,216.0,47,50,22,-3,83.0,135.0,23.0,5.0,5.0,0.0,G2,33,KRU,32,1,0.609,0.406,1.015
AllMaps,icy,G2,Raze,0.93,213.0,49,52,13,-3,75.0,142.0,28.0,6.0,13.0,-7.0,G2,33,KRU,32,1,0.613,0.365,0.977
AllMaps,trent,G2,Fade,0.92,171.0,40,47,25,-7,68.0,121.0,16.0,1.0,7.0,-6.0,G2,33,KRU,32,1,0.5,0.352,0.852
AllMaps,leaf,G2,Killjoy,0.86,201.0,42,54,17,-12,65.0,143.0,19.0,7.0,8.0,-1.0,G2,33,KRU,32,1,0.557,0.353,0.911
AllMaps,keznit,KRÜ,Raze,1.28,304.0,66,45,13,21,77.0,184.0,22.0,14.0,6.0,8.0,G2,33,KRU,32,0,0.826,0.448,1.274
AllMaps,Melser,KRÜ,Omen,1.16,229.0,55,43,22,12,74.0,153.0,32.0,6.0,8.0,-2.0,G2,33,KRU,32,0,0.777,0.392,1.169
AllMaps,Shyy,KRÜ,Killjoy,1.02,213.0,54,46,8,8,72.0,152.0,24.0,3.0,6.0,-3.0,G2,33,KRU,32,0,0.743,0.358,1.101
AllMaps,heat,KRÜ,Fade,0.91,167.0,39,45,32,-6,77.0,107.0,31.0,5.0,5.0,0.0,G2,33,KRU,32,0,0.539,0.387,0.927
AllMaps,mta,KRÜ,Viper,0.78,162.0,33,49,32,-16,74.0,106.0,28.0,9.0,3.0,6.0,G2,33,KRU,32,0,0.519,0.39,0.909
AllMaps,s0m,NRG,Omen,1.25,243.0,56,40,29,16,77.0,152.0,25.0,7.0,5.0,2.0,NRG,35,C9,30,0,0.784,0.441,1.224
AllMaps,Ethan,NRG,Kayo,1.15,199.0,45,41,33,4,78.0,127.0,24.0,2.0,4.0,-2.0,NRG,35,C9,30,0,0.704,0.397,1.101
AllMaps,FiNESSE,NRG,Cypher,0.99,203.0,45,48,28,-3,74.0,132.0,17.0,7.0,2.0,5.0,NRG,35,C9,30,0,0.592,0.412,1.004
AllMaps,Victor,NRG,Jett,0.92,209.0,48,46,10,2,71.0,129.0,23.0,15.0,13.0,2.0,NRG,35,C9,30,0,0.669,0.395,1.065
AllMaps,crashies,NRG,Sova,0.88,170.0,37,42,22,-5,80.0,110.0,25.0,3.0,7.0,-4.0,NRG,35,C9,30,0,0.532,0.368,0.899
AllMaps,OXY,C9,Jett,1.23,265.0,64,52,10,12,75.0,175.0,26.0,13.0,10.0,3.0,NRG,35,C9,30,1,0.809,0.439,1.248
AllMaps,vanity,C9,Omen,1.03,210.0,49,46,20,3,77.0,146.0,23.0,8.0,10.0,-2.0,NRG,35,C9,30,1,0.708,0.383,1.091
AllMaps,moose,C9,Killjoy,0.91,156.0,36,41,10,-5,69.0,109.0,21.0,6.0,2.0,4.0,NRG,35,C9,30,1,0.522,0.395,0.917
AllMaps,Xeppaa,C9,Kayo,0.83,165.0,31,45,22,-14,74.0,105.0,25.0,2.0,7.0,-5.0,NRG,35,C9,30,1,0.506,0.352,0.858
AllMaps,runi,C9,Sova,0.82,153.0,37,47,16,-10,65.0,104.0,33.0,2.0,5.0,-3.0,NRG,35,C9,30,1,0.509,0.336,0.845
AllMaps,OXY,C9,Reyna,1.1,270.0,39,38,8,1,67.0,179.0,31.0,7.0,10.0,-3.0,C9,17,KRU,26,0,0.746,0.358,1.104
AllMaps,moose,C9,Killjoy,0.94,193.0,29,31,3,-2,60.0,129.0,25.0,6.0,3.0,3.0,C9,17,KRU,26,0,0.607,0.317,0.923
AllMaps,vanity,C9,Viper,0.83,152.0,22,30,10,-8,58.0,101.0,16.0,3.0,2.0,1.0,C9,17,KRU,26,0,0.498,0.356,0.854
AllMaps,Xeppaa,C9,Gekko,0.79,155.0,21,33,18,-12,70.0,118.0,27.0,3.0,4.0,-1.0,C9,17,KRU,26,0,0.523,0.354,0.877
AllMaps,runi,C9,Sova,0.56,99.0,12,31,10,-19,65.0,70.0,17.0,2.0,3.0,-1.0,C9,17,KRU,26,0,0.369,0.321,0.691
AllMaps,keznit,KRÜ,Jett,1.41,279.0,41,25,10,16,81.0,190.0,19.0,10.0,4.0,6.0,C9,17,KRU,26,0,0.834,0.469,1.303
AllMaps,mta,KRÜ,Sova,1.23,208.0,34,22,7,12,79.0,153.0,55.0,2.0,3.0,-1.0,C9,17,KRU,26,0,0.784,0.394,1.177
AllMaps,Shyy,KRÜ,Killjoy,1.1,196.0,30,25,12,5,70.0,145.0,27.0,3.0,3.0,0.0,C9,17,KRU,26,0,0.743,0.396,1.139
AllMaps,heat,KRÜ,Kayo,1.07,196.0,32,28,13,4,79.0,122.0,31.0,3.0,4.0,-1.0,C9,17,KRU,26,0,0.715,0.399,1.114
AllMaps,Melser,KRÜ,Viper,1.03,175.0,26,23,14,3,74.0,110.0,32.0,4.0,7.0,-3.0,C9,17,KRU,26,0,0.679,0.373,1.053
AllMaps,johnqt,SEN,Deadlock,1.08,177.0,29,27,8,2,71.0,110.0,24.0,2.0,2.0,0.0,SEN,15,G2,26,0,0.645,0.384,1.029
AllMaps,TenZ,SEN,Gekko,0.96,177.0,25,31,13,-6,71.0,116.0,23.0,3.0,5.0,-2.0,SEN,15,G2,26,0,0.545,0.365,0.91
AllMaps,zekken,SEN,Raze,0.74,218.0,29,36,5,-7,63.0,140.0,21.0,7.0,8.0,-1.0,SEN,15,G2,26,0,0.554,0.293,0.847
AllMaps,Sacy,SEN,Fade,0.7,142.0,17,30,16,-13,68.0,107.0,28.0,1.0,5.0,-4.0,SEN,15,G2,26,0,0.453,0.328,0.781
AllMaps,Zellsis,SEN,Brimstone,0.65,189.0,25,34,10,-9,68.0,113.0,22.0,2.0,6.0,-4.0,SEN,15,G2,26,0,0.499,0.323,0.822
AllMaps,icy,G2,Raze,1.35,261.0,41,26,5,15,73.0,172.0,28.0,7.0,4.0,3.0,SEN,15,G2,26,1,0.82,0.404,1.224
AllMaps,trent,G2,Gekko,1.3,195.0,29,23,23,6,80.0,132.0,20.0,4.0,2.0,2.0,SEN,15,G2,26,1,0.746,0.451,1.196
AllMaps,JonahP,G2,Skye,1.3,226.0,32,24,21,8,83.0,136.0,27.0,7.0,3.0,4.0,SEN,15,G2,26,1,0.773,0.46,1.233
AllMaps,leaf,G2,Viper,1.04,212.0,29,28,15,1,78.0,142.0,21.0,4.0,1.0,3.0,SEN,15,G2,26,1,0.674,0.433,1.108
AllMaps,valyn,G2,Brimstone,0.96,175.0,27,24,16,3,76.0,94.0,18.0,4.0,5.0,-1.0,SEN,15,G2,26,1,0.642,0.382,1.024
AllMaps,mazin,MIBR,Omen,1.18,244.0,35,29,15,6,71.0,156.0,31.0,6.0,2.0,4.0,MIBR,16,LEV,26,0,0.787,0.427,1.215
AllMaps,artzin,MIBR,Yoru,1.06,229.0,34,30,13,4,69.0,144.0,34.0,7.0,3.0,4.0,MIBR,16,LEV,26,0,0.748,0.411,1.159
AllMaps,ShahZaM,MIBR,Sova,0.91,173.0,23,29,14,-6,74.0,124.0,24.0,3.0,4.0,-1.0,MIBR,16,LEV,26,0,0.544,0.374,0.918
AllMaps,liazzi,MIBR,Killjoy,0.65,140.0,21,30,6,-9,67.0,104.0,31.0,1.0,3.0,-2.0,MIBR,16,LEV,26,0,0.467,0.292,0.759
AllMaps,Pa1nt,MIBR,Iso,0.53,141.0,19,35,12,-16,64.0,101.0,24.0,4.0,9.0,-5.0,MIBR,16,LEV,26,0,0.464,0.304,0.768
AllMaps,kiNgg,LEV,Omen,1.27,232.0,34,24,16,10,69.0,158.0,26.0,6.0,3.0,3.0,MIBR,16,LEV,26,1,0.786,0.434,1.219
AllMaps,aspas,LEV,Jett,1.17,206.0,32,24,8,8,74.0,144.0,31.0,7.0,5.0,2.0,MIBR,16,LEV,26,1,0.76,0.416,1.176
AllMaps,Mazino,LEV,Kayo,1.15,221.0,31,29,21,2,76.0,150.0,27.0,2.0,6.0,-4.0,MIBR,16,LEV,26,1,0.704,0.39,1.093
AllMaps,tex,LEV,Killjoy,1.07,198.0,29,28,5,1,64.0,143.0,30.0,4.0,6.0,-2.0,MIBR,16,LEV,26,1,0.684,0.321,1.004
AllMaps,C0M,LEV,Sova,1.06,185.0,27,27,12,0,71.0,130.0,23.0,2.0,1.0,1.0,MIBR,16,LEV,26,1,0.628,0.411,1.039
AllMaps,Khalil,FUR,Viper,1.38,253.0,53,32,19,21,82.0,162.0,42.0,5.0,5.0,0.0,FUR,30,100T,26,1,0.829,0.445,1.275
AllMaps,nzr,FUR,Sova,1.29,237.0,47,35,24,12,79.0,155.0,25.0,2.0,3.0,-1.0,FUR,30,100T,26,1,0.772,0.422,1.194
AllMaps,havoc,FUR,Killjoy,0.94,200.0,39,40,10,-1,68.0,141.0,35.0,2.0,6.0,-4.0,FUR,30,100T,26,1,0.63,0.354,0.984
AllMaps,mwzera,FUR,Jett,0.83,210.0,39,49,17,-10,77.0,132.0,17.0,11.0,10.0,1.0,FUR,30,100T,26,1,0.548,0.387,0.936
AllMaps,xand,FUR,Sage,0.76,162.0,30,40,19,-10,73.0,102.0,29.0,4.0,8.0,-4.0,FUR,30,100T,26,1,0.515,0.343,0.858
AllMaps,eeiu,100T,Sova,1.06,189.0,36,37,19,-1,77.0,147.0,36.0,2.0,1.0,1.0,FUR,30,100T,26,0,0.643,0.421,1.064
AllMaps,Asuna,100T,Gekko,1.05,197.0,39,41,24,-2,75.0,130.0,23.0,6.0,7.0,-1.0,FUR,30,100T,26,0,0.618,0.39,1.008
AllMaps,Cryocells,100T,Jett,0.99,234.0,46,47,10,-1,66.0,145.0,23.0,11.0,6.0,5.0,FUR,30,100T,26,0,0.654,0.399,1.053
AllMaps,Boostio,100T,Killjoy,0.94,200.0,38,43,16,-5,70.0,145.0,30.0,3.0,4.0,-1.0,FUR,30,100T,26,0,0.582,0.37,0.952
AllMaps,bang,100T,Viper,0.91,195.0,37,40,18,-3,77.0,120.0,32.0,10.0,6.0,4.0,FUR,30,100T,26,0,0.593,0.409,1.001
AllMaps,Less,LOUD,Cypher,1.24,219.0,51,36,13,15,70.0,142.0,27.0,4.0,5.0,-1.0,LOUD,30,EG,33,0,0.767,0.402,1.169
AllMaps,cauanzin,LOUD,Fade,1.05,237.0,52,45,23,7,81.0,162.0,26.0,5.0,7.0,-2.0,LOUD,30,EG,33,0,0.768,0.392,1.159
AllMaps,tuyz,LOUD,Gekko,1.0,193.0,45,42,14,3,75.0,134.0,31.0,4.0,5.0,-1.0,LOUD,30,EG,33,0,0.699,0.385,1.084
AllMaps,saadhak,LOUD,Neon,0.96,224.0,46,48,18,-2,73.0,144.0,24.0,8.0,13.0,-5.0,LOUD,30,EG,33,0,0.632,0.364,0.997
AllMaps,pANcada,LOUD,Omen,0.89,152.0,35,38,24,-3,70.0,105.0,36.0,4.0,8.0,-4.0,LOUD,30,EG,33,0,0.565,0.352,0.917
AllMaps,jawgemo,EG,Iso,1.26,279.0,58,49,15,9,78.0,177.0,23.0,21.0,3.0,18.0,LOUD,30,EG,33,1,0.816,0.448,1.263
AllMaps,Derrek,EG,Fade,1.07,177.0,42,41,23,1,70.0,119.0,30.0,3.0,0.0,3.0,LOUD,30,EG,33,1,0.658,0.433,1.09
AllMaps,supamen,EG,Omen,1.02,212.0,50,48,16,2,71.0,126.0,51.0,3.0,12.0,-9.0,LOUD,30,EG,33,1,0.712,0.367,1.079
AllMaps,NaturE,EG,Breach,0.83,135.0,28,42,24,-14,71.0,96.0,31.0,6.0,4.0,2.0,LOUD,30,EG,33,1,0.508,0.386,0.894
AllMaps,Apoth,EG,Cypher,0.64,155.0,31,49,12,-18,62.0,99.0,23.0,5.0,6.0,-1.0,LOUD,30,EG,33,1,0.489,0.325,0.814
AllMaps,supamen,EG,Omen,1.56,231.0,35,15,12,20,89.0,159.0,48.0,3.0,3.0,0.0,EG,26,FUR,9,1,0.832,0.467,1.299
AllMaps,jawgemo,EG,Raze,1.49,339.0,41,24,13,17,91.0,225.0,26.0,10.0,3.0,7.0,EG,26,FUR,9,1,0.856,0.492,1.348
AllMaps,Apoth,EG,Brimstone,1.3,200.0,26,18,17,8,89.0,122.0,29.0,2.0,5.0,-3.0,EG,26,FUR,9,1,0.739,0.427,1.166
AllMaps,Derrek,EG,Gekko,1.2,229.0,29,21,17,8,91.0,158.0,39.0,5.0,1.0,4.0,EG,26,FUR,9,1,0.793,0.472,1.265
AllMaps,NaturE,EG,Skye,1.18,206.0,27,19,15,8,86.0,134.0,40.0,2.0,1.0,1.0,EG,26,FUR,9,1,0.75,0.449,1.199
AllMaps,nzr,FUR,Gekko,1.06,246.0,29,31,7,-2,71.0,166.0,36.0,2.0,1.0,1.0,EG,26,FUR,9,0,0.668,0.389,1.057
AllMaps,Khalil,FUR,Brimstone,0.74,183.0,22,32,6,-10,63.0,119.0,21.0,1.0,2.0,-1.0,EG,26,FUR,9,0,0.493,0.304,0.797
AllMaps,havoc,FUR,Viper,0.66,157.0,19,30,5,-11,51.0,102.0,39.0,2.0,8.0,-6.0,EG,26,FUR,9,0,0.49,0.251,0.741
AllMaps,mwzera,FUR,Raze,0.56,153.0,17,33,9,-16,63.0,97.0,20.0,7.0,7.0,0.0,EG,26,FUR,9,0,0.456,0.327,0.782
AllMaps,xand,FUR,Fade,0.33,95.0,10,32,11,-22,63.0,66.0,35.0,1.0,4.0,-3.0,EG,26,FUR,9,0,0.359,0.298,0.656
AllMaps,cauanzin,LOUD,Sova,1.24,236.0,54,43,21,11,83.0,148.0,33.0,9.0,7.0,2.0,LOUD,37,MIBR,29,1,0.787,0.45,1.236
AllMaps,Less,LOUD,Cypher,1.19,231.0,56,42,15,14,77.0,146.0,35.0,7.0,3.0,4.0,LOUD,37,MIBR,29,1,0.78,0.438,1.219
AllMaps,tuyz,LOUD,Jett,1.05,209.0,52,42,9,10,70.0,132.0,26.0,5.0,8.0,-3.0,LOUD,37,MIBR,29,1,0.734,0.369,1.103
AllMaps,pANcada,LOUD,Omen,0.95,164.0,40,39,20,1,71.0,118.0,31.0,2.0,4.0,-2.0,LOUD,37,MIBR,29,1,0.624,0.364,0.989
AllMaps,saadhak,LOUD,Kayo,0.73,195.0,39,53,28,-14,71.0,128.0,16.0,11.0,10.0,1.0,LOUD,37,MIBR,29,1,0.526,0.367,0.893
AllMaps,liazzi,MIBR,Kayo,1.1,199.0,47,44,22,3,76.0,131.0,33.0,2.0,4.0,-2.0,LOUD,37,MIBR,29,0,0.698,0.389,1.087
AllMaps,mazin,MIBR,Omen,1.02,157.0,36,39,18,-3,65.0,105.0,28.0,1.0,1.0,0.0,LOUD,37,MIBR,29,0,0.541,0.388,0.929
AllMaps,artzin,MIBR,Killjoy,1.0,206.0,47,48,16,-1,61.0,143.0,24.0,7.0,10.0,-3.0,LOUD,37,MIBR,29,0,0.642,0.349,0.991
AllMaps,rich,MIBR,Sova,0.88,190.0,44,51,9,-7,68.0,134.0,26.0,5.0,5.0,0.0,LOUD,37,MIBR,29,0,0.559,0.369,0.928
AllMaps,Palla,MIBR,Jett,0.73,203.0,45,59,9,-14,61.0,138.0,25.0,17.0,14.0,3.0,LOUD,37,MIBR,29,0,0.55,0.363,0.913
AllMaps,aspas,LEV,Raze,1.43,295.0,42,26,4,16,73.0,171.0,24.0,13.0,6.0,7.0,LEV,26,100T,14,1,0.836,0.401,1.238
AllMaps,kiNgg,LEV,Viper,1.4,233.0,34,21,17,13,83.0,161.0,33.0,4.0,3.0,1.0,LEV,26,100T,14,1,0.811,0.458,1.269
AllMaps,Mazino,LEV,Brimstone,1.19,235.0,34,24,18,10,78.0,154.0,22.0,1.0,0.0,1.0,LEV,26,100T,14,1,0.741,0.446,1.186
AllMaps,tex,LEV,Gekko,1.04,190.0,29,26,13,3,73.0,124.0,36.0,2.0,3.0,-1.0,LEV,26,100T,14,1,0.686,0.386,1.072
AllMaps,C0M,LEV,Fade,0.88,122.0,16,23,25,-7,73.0,73.0,9.0,5.0,3.0,2.0,LEV,26,100T,14,1,0.434,0.395,0.829
AllMaps,eeiu,100T,Fade,1.02,183.0,26,26,19,0,80.0,115.0,31.0,1.0,1.0,0.0,LEV,26,100T,14,0,0.609,0.413,1.022
AllMaps,Asuna,100T,Raze,0.99,217.0,27,33,17,-6,78.0,144.0,15.0,6.0,4.0,2.0,LEV,26,100T,14,0,0.573,0.415,0.988
AllMaps,Boostio,100T,Gekko,0.92,186.0,27,32,10,-5,55.0,134.0,32.0,3.0,4.0,-1.0,LEV,26,100T,14,0,0.568,0.343,0.911
