Mapa,Jogador,Time,Agente,R,ACS,K,D,A,+/-,KAST,ADR,HS%,FK,FD,+/-_FK_FD,Time1,Score_T1,Time2,Score_T2,target,Impacto_Ofensivo,Impacto_Suporte,Impacto_Geral
AllMaps,neT,G2,Cypher,1.27,243.0,57,44,12,13,68.0,155.0,41.0,9.0,3.0,6.0,SEN,31,G2,34,1,0.807,0.432,1.239
AllMaps,leaf,G2,Raze,1.04,249.0,60,50,10,10,71.0,153.0,27.0,12.0,12.0,0.0,SEN,31,G2,34,1,0.768,0.391,1.159
AllMaps,trent,G2,Viper,1.01,173.0,37,39,16,-2,68.0,119.0,28.0,4.0,6.0,-2.0,SEN,31,G2,34,1,0.602,0.366,0.968
AllMaps,valyn,G2,Omen,0.88,166.0,39,45,26,-6,77.0,105.0,18.0,6.0,5.0,1.0,SEN,31,G2,34,1,0.516,0.393,0.909
AllMaps,JonahP,G2,Sova,0.82,144.0,32,42,24,-10,75.0,100.0,22.0,4.0,4.0,0.0,SEN,31,G2,34,1,0.502,0.374,0.877
AllMaps,Derrek,EG,Sova,1.15,230.0,43,41,15,2,72.0,148.0,31.0,6.0,2.0,4.0,EG,25,LOUD,33,0,0.727,0.426,1.153
AllMaps,Apoth,EG,Cypher,0.99,219.0,43,43,12,0,59.0,157.0,33.0,4.0,11.0,-7.0,EG,25,LOUD,33,0,0.683,0.344,1.027
AllMaps,supamen,EG,Omen,0.99,152.0,30,36,16,-6,67.0,102.0,33.0,5.0,6.0,-1.0,EG,25,LOUD,33,0,0.54,0.37,0.91
AllMaps,jawgemo,EG,Jett,0.95,212.0,44,47,11,-3,66.0,140.0,24.0,8.0,12.0,-4.0,EG,25,LOUD,33,0,0.608,0.352,0.959
AllMaps,NaturE,EG,Kayo,0.64,144.0,28,48,20,-20,66.0,91.0,28.0,3.0,1.0,2.0,EG,25,LOUD,33,0,0.485,0.367,0.852
AllMaps,tuyz,LOUD,Omen,1.23,211.0,46,33,18,13,78.0,145.0,31.0,3.0,0.0,3.0,EG,25,LOUD,33,1,0.769,0.463,1.232
AllMaps,Less,LOUD,Viper,1.2,228.0,49,34,12,15,81.0,144.0,24.0,4.0,3.0,1.0,EG,25,LOUD,33,1,0.765,0.433,1.198
AllMaps,cauanzin,LOUD,Breach,1.07,218.0,46,40,23,6,76.0,129.0,32.0,10.0,5.0,5.0,EG,25,LOUD,33,1,0.747,0.424,1.171
AllMaps,saadhak,LOUD,Kayo,0.98,206.0,42,41,21,1,81.0,126.0,15.0,5.0,7.0,-2.0,EG,25,LOUD,33,1,0.645,0.384,1.029
AllMaps,qck,LOUD,Phoenix,0.78,158.0,32,40,13,-8,66.0,115.0,33.0,10.0,11.0,-1.0,EG,25,LOUD,33,1,0.529,0.346,0.875
AllMaps,Victor,NRG,Cypher,0.95,189.0,46,42,7,4,69.0,121.0,26.0,5.0,8.0,-3.0,NRG,30,SEN,37,0,0.692,0.334,1.026
AllMaps,Marved,NRG,Omen,0.9,203.0,44,52,20,-8,70.0,124.0,30.0,4.0,8.0,-4.0,NRG,30,SEN,37,0,0.566,0.353,0.919
AllMaps,Ethan,NRG,Skye,0.9,196.0,42,48,30,-6,73.0,123.0,27.0,1.0,4.0,-3.0,NRG,30,SEN,37,0,0.528,0.358,0.886
AllMaps,crashies,NRG,Viper,0.84,162.0,39,47,21,-8,70.0,104.0,25.0,3.0,8.0,-5.0,NRG,30,SEN,37,0,0.52,0.347,0.866
AllMaps,Demon1,NRG,Jett,0.83,194.0,43,53,14,-10,67.0,131.0,37.0,11.0,15.0,-4.0,NRG,30,SEN,37,0,0.567,0.341,0.907
AllMaps,TenZ,SEN,Omen,1.26,242.0,57,43,29,14,85.0,160.0,28.0,12.0,2.0,10.0,NRG,30,SEN,37,1,0.794,0.459,1.253
AllMaps,Zellsis,SEN,Kayo,1.22,214.0,46,38,32,8,78.0,122.0,20.0,8.0,3.0,5.0,NRG,30,SEN,37,1,0.74,0.443,1.183
AllMaps,zekken,SEN,Raze,1.12,233.0,57,48,9,9,73.0,162.0,31.0,20.0,12.0,8.0,NRG,30,SEN,37,1,0.779,0.424,1.204
AllMaps,johnqt,SEN,Cypher,1.03,180.0,41,40,19,1,67.0,117.0,27.0,1.0,3.0,-2.0,NRG,30,SEN,37,1,0.62,0.366,0.986
AllMaps,Sacy,SEN,Gekko,1.02,195.0,41,45,27,-4,70.0,131.0,23.0,2.0,4.0,-2.0,NRG,30,SEN,37,1,0.57,0.37,0.94
AllMaps,tuyz,LOUD,Omen,1.09,200.0,72,66,49,6,71.0,133.0,27.0,5.0,6.0,-1.0,LOUD,42,SEN,58,0,0.736,0.388,1.124
AllMaps,Less,LOUD,Viper,1.03,192.0,66,68,21,-2,69.0,136.0,38.0,5.0,8.0,-3.0,LOUD,42,SEN,58,0,0.636,0.365,1.001
AllMaps,qck,LOUD,Phoenix,0.95,217.0,78,80,18,-2,67.0,143.0,31.0,18.0,16.0,2.0,LOUD,42,SEN,58,0,0.636,0.392,1.028
AllMaps,cauanzin,LOUD,Breach,0.92,183.0,68,75,26,-7,68.0,115.0,26.0,13.0,12.0,1.0,LOUD,42,SEN,58,0,0.547,0.382,0.929
AllMaps,saadhak,LOUD,Sova,0.76,168.0,52,80,37,-28,71.0,117.0,19.0,8.0,9.0,-1.0,LOUD,42,SEN,58,0,0.514,0.353,0.867
AllMaps,TenZ,SEN,Omen,1.22,246.0,84,70,48,14,80.0,157.0,22.0,16.0,16.0,0.0,LOUD,42,SEN,58,1,0.781,0.425,1.206
AllMaps,zekken,SEN,Raze,1.11,246.0,83,69,23,14,74.0,150.0,25.0,19.0,10.0,9.0,LOUD,42,SEN,58,1,0.769,0.425,1.194
AllMaps,johnqt,SEN,Cypher,1.09,195.0,72,58,26,14,80.0,129.0,25.0,4.0,8.0,-4.0,LOUD,42,SEN,58,1,0.729,0.39,1.118
AllMaps,Sacy,SEN,Gekko,0.98,204.0,65,69,49,-4,77.0,137.0,29.0,6.0,5.0,1.0,LOUD,42,SEN,58,1,0.597,0.403,1.0
AllMaps,Zellsis,SEN,Kayo,0.88,176.0,65,70,33,-5,71.0,116.0,14.0,6.0,10.0,-4.0,LOUD,42,SEN,58,1,0.521,0.353,0.874
AllMaps,runi,C9,Sova,1.1,192.0,49,46,20,3,68.0,146.0,38.0,3.0,4.0,-1.0,C9,38,LEV,36,1,0.725,0.384,1.109
AllMaps,Xeppaa,C9,Sage,1.09,226.0,55,51,34,4,77.0,144.0,32.0,7.0,7.0,0.0,C9,38,LEV,36,1,0.747,0.406,1.154
AllMaps,OXY,C9,Jett,1.09,241.0,64,59,11,5,70.0,157.0,27.0,15.0,16.0,-1.0,C9,38,LEV,36,1,0.772,0.386,1.158
AllMaps,moose,C9,Killjoy,0.89,164.0,40,48,18,-8,72.0,121.0,26.0,4.0,5.0,-1.0,C9,38,LEV,36,1,0.539,0.368,0.907
AllMaps,vanity,C9,Viper,0.78,151.0,38,51,27,-13,76.0,100.0,26.0,4.0,9.0,-5.0,C9,38,LEV,36,1,0.507,0.35,0.857
AllMaps,aspas,LEV,Jett,1.43,306.0,78,46,15,32,74.0,200.0,29.0,9.0,6.0,3.0,C9,38,LEV,36,0,0.856,0.459,1.315
AllMaps,kiNgg,LEV,Viper,1.18,204.0,56,45,30,11,78.0,140.0,27.0,8.0,8.0,0.0,C9,38,LEV,36,0,0.752,0.418,1.17
AllMaps,tex,LEV,Killjoy,0.83,175.0,44,51,21,-7,74.0,116.0,33.0,12.0,8.0,4.0,C9,38,LEV,36,0,0.543,0.395,0.938
AllMaps,Mazino,LEV,Harbor,0.82,164.0,44,53,16,-9,68.0,103.0,34.0,3.0,5.0,-2.0,C9,38,LEV,36,0,0.529,0.345,0.875
AllMaps,C0M,LEV,Sova,0.66,147.0,32,51,16,-19,73.0,96.0,11.0,9.0,6.0,3.0,C9,38,LEV,36,0,0.465,0.376,0.841
AllMaps,Demon1,NRG,Jett,1.38,303.0,38,28,10,10,87.0,190.0,36.0,12.0,2.0,10.0,NRG,26,LOUD,12,1,0.858,0.475,1.334
AllMaps,Marved,NRG,Viper,1.34,228.0,33,23,7,10,66.0,158.0,34.0,4.0,4.0,0.0,NRG,26,LOUD,12,1,0.801,0.392,1.194
AllMaps,crashies,NRG,Sova,1.31,221.0,34,21,6,13,87.0,147.0,39.0,2.0,0.0,2.0,NRG,26,LOUD,12,1,0.778,0.449,1.227
AllMaps,Victor,NRG,Cypher,0.95,191.0,27,26,7,1,74.0,124.0,26.0,2.0,2.0,0.0,NRG,26,LOUD,12,1,0.635,0.364,0.999
AllMaps,Ethan,NRG,Yoru,0.78,170.0,19,28,15,-9,71.0,118.0,13.0,3.0,7.0,-4.0,NRG,26,LOUD,12,1,0.498,0.342,0.84
AllMaps,Less,LOUD,Cypher,1.27,264.0,36,30,11,6,71.0,174.0,27.0,3.0,2.0,1.0,NRG,26,LOUD,12,0,0.813,0.424,1.237
AllMaps,tuyz,LOUD,Viper,0.87,163.0,24,26,11,-2,68.0,123.0,34.0,1.0,4.0,-3.0,NRG,26,LOUD,12,0,0.562,0.346,0.909
AllMaps,saadhak,LOUD,Kayo,0.75,184.0,22,33,18,-11,71.0,123.0,23.0,4.0,4.0,0.0,NRG,26,LOUD,12,0,0.53,0.36,0.891
AllMaps,cauanzin,LOUD,Sova,0.69,175.0,21,32,16,-11,74.0,108.0,22.0,1.0,2.0,-1.0,NRG,26,LOUD,12,0,0.479,0.35,0.829
AllMaps,qck,LOUD,Jett,0.66,163.0,23,30,1,-7,55.0,98.0,36.0,6.0,11.0,-5.0,NRG,26,LOUD,12,0,0.511,0.235,0.746
AllMaps,valyn,G2,Omen,1.6,274.0,39,19,17,20,81.0,166.0,32.0,6.0,3.0,3.0,G2,26,EG,11,1,0.84,0.475,1.315
AllMaps,trent,G2,Fade,1.45,241.0,33,20,18,13,89.0,155.0,29.0,4.0,1.0,3.0,G2,26,EG,11,1,0.811,0.495,1.307
AllMaps,JonahP,G2,Viper,1.33,252.0,33,23,19,10,73.0,164.0,24.0,4.0,4.0,0.0,G2,26,EG,11,1,0.803,0.425,1.228
AllMaps,leaf,G2,Killjoy,1.28,235.0,32,21,10,11,81.0,151.0,15.0,4.0,1.0,3.0,G2,26,EG,11,1,0.767,0.464,1.231
AllMaps,icy,G2,Raze,0.62,136.0,17,27,11,-10,70.0,92.0,21.0,6.0,4.0,2.0,G2,26,EG,11,1,0.452,0.362,0.814
AllMaps,NaturE,EG,Viper,1.39,303.0,38,28,14,10,76.0,203.0,34.0,2.0,4.0,-2.0,G2,26,EG,11,0,0.843,0.419,1.262
AllMaps,Derrek,EG,Fade,0.72,152.0,20,32,11,-12,65.0,111.0,32.0,1.0,3.0,-2.0,G2,26,EG,11,0,0.481,0.33,0.811
AllMaps,jawgemo,EG,Raze,0.65,155.0,17,31,7,-14,54.0,114.0,19.0,5.0,7.0,-2.0,G2,26,EG,11,0,0.476,0.282,0.757
AllMaps,supamen,EG,Omen,0.63,147.0,19,31,10,-12,62.0,93.0,37.0,3.0,5.0,-2.0,G2,26,EG,11,0,0.489,0.315,0.804
AllMaps,Apoth,EG,Cypher,0.52,125.0,16,32,9,-16,57.0,93.0,29.0,2.0,5.0,-3.0,G2,26,EG,11,0,0.428,0.291,0.719
AllMaps,Sacy,SEN,Gekko,1.4,233.0,36,25,17,11,74.0,158.0,34.0,4.0,3.0,1.0,SEN,26,100T,16,1,0.81,0.443,1.253
AllMaps,Zellsis,SEN,Killjoy,1.21,184.0,27,21,12,6,86.0,128.0,26.0,2.0,2.0,0.0,SEN,26,100T,16,1,0.722,0.434,1.156
AllMaps,TenZ,SEN,Kayo,1.17,213.0,29,28,35,1,76.0,127.0,25.0,4.0,4.0,0.0,SEN,26,100T,16,1,0.684,0.413,1.098
AllMaps,johnqt,SEN,Viper,1.16,198.0,30,21,7,9,71.0,135.0,36.0,2.0,3.0,-1.0,SEN,26,100T,16,1,0.74,0.373,1.113
AllMaps,zekken,SEN,Jett,0.94,239.0,34,32,8,2,67.0,150.0,25.0,8.0,10.0,-2.0,SEN,26,100T,16,1,0.703,0.345,1.048
AllMaps,Cryocells,100T,Jett,1.22,247.0,40,30,3,10,74.0,171.0,29.0,9.0,3.0,6.0,SEN,26,100T,16,0,0.8,0.37,1.17
AllMaps,bang,100T,Viper,1.04,215.0,29,33,16,-4,76.0,147.0,32.0,3.0,6.0,-3.0,SEN,26,100T,16,0,0.619,0.378,0.997
AllMaps,eeiu,100T,Sova,0.88,152.0,21,29,9,-8,74.0,106.0,34.0,3.0,2.0,1.0,SEN,26,100T,16,0,0.532,0.388,0.92
AllMaps,Asuna,100T,Gekko,0.82,191.0,27,32,8,-5,60.0,120.0,24.0,4.0,4.0,0.0,SEN,26,100T,16,0,0.541,0.338,0.879
AllMaps,Boostio,100T,Killjoy,0.33,82.0,10,32,12,-22,52.0,58.0,14.0,3.0,5.0,-2.0,SEN,26,100T,16,0,0.357,0.284,0.641
AllMaps,heat,KRÜ,Fade,1.53,259.0,64,38,39,26,83.0,176.0,38.0,5.0,4.0,1.0,KRU,37,FUR,27,0,0.846,0.465,1.312
AllMaps,keznit,KRÜ,Raze,1.31,283.0,66,44,11,22,75.0,181.0,32.0,14.0,7.0,7.0,KRU,37,FUR,27,0,0.837,0.448,1.285
AllMaps,Shyy,KRÜ,Killjoy,1.06,158.0,38,32,14,6,78.0,115.0,25.0,3.0,2.0,1.0,KRU,37,FUR,27,0,0.698,0.413,1.112
AllMaps,Melser,KRÜ,Omen,0.98,183.0,40,41,22,-1,73.0,131.0,33.0,5.0,5.0,0.0,KRU,37,FUR,27,0,0.633,0.388,1.021
AllMaps,Klaus,KRÜ,Viper,0.78,167.0,33,43,14,-10,73.0,119.0,28.0,11.0,8.0,3.0,KRU,37,FUR,27,0,0.53,0.388,0.918
AllMaps,nzr,FUR,Skye,0.99,194.0,44,46,20,-2,66.0,124.0,34.0,3.0,1.0,2.0,KRU,37,FUR,27,0,0.621,0.404,1.024
AllMaps,Khalil,FUR,Omen,0.92,175.0,38,44,14,-6,70.0,122.0,33.0,3.0,5.0,-2.0,KRU,37,FUR,27,0,0.557,0.359,0.916
AllMaps,mwzera,FUR,Raze,0.87,210.0,46,52,8,-6,59.0,139.0,17.0,9.0,14.0,-5.0,KRU,37,FUR,27,0,0.557,0.32,0.877
AllMaps,kon4n,FUR,Viper,0.73,150.0,32,48,16,-16,67.0,108.0,22.0,5.0,8.0,-3.0,KRU,37,FUR,27,0,0.501,0.33,0.831
AllMaps,havoc,FUR,Killjoy,0.72,167.0,38,51,8,-13,61.0,121.0,47.0,6.0,10.0,-4.0,KRU,37,FUR,27,0,0.546,0.308,0.854
AllMaps,trent,G2,Fade,1.14,246.0,35,33,23,2,72.0,162.0,35.0,3.0,4.0,-1.0,G2,17,100T,26,0,0.748,0.395,1.142
AllMaps,leaf,G2,Viper,0.92,193.0,27,31,8,-4,65.0,130.0,30.0,3.0,3.0,0.0,G2,17,100T,26,0,0.582,0.357,0.939
AllMaps,JonahP,G2,Kayo,0.9,153.0,20,27,25,-7,79.0,103.0,16.0,2.0,1.0,1.0,G2,17,100T,26,0,0.488,0.407,0.895
AllMaps,valyn,G2,Brimstone,0.88,165.0,29,30,8,-1,74.0,98.0,26.0,6.0,3.0,3.0,G2,17,100T,26,0,0.583,0.389,0.972
AllMaps,icy,G2,Yoru,0.75,179.0,24,32,11,-8,67.0,117.0,19.0,6.0,12.0,-6.0,G2,17,100T,26,0,0.518,0.332,0.85
AllMaps,eeiu,100T,Fade,1.25,193.0,33,23,7,10,70.0,127.0,27.0,3.0,1.0,2.0,G2,17,100T,26,1,0.746,0.416,1.162
AllMaps,Cryocells,100T,Brimstone,1.24,229.0,34,28,22,6,77.0,153.0,24.0,2.0,0.0,2.0,G2,17,100T,26,1,0.76,0.458,1.218
AllMaps,bang,100T,Viper,1.22,215.0,31,25,21,6,79.0,138.0,28.0,5.0,3.0,2.0,G2,17,100T,26,1,0.762,0.441,1.203
AllMaps,Asuna,100T,Raze,0.99,224.0,31,30,11,1,58.0,154.0,20.0,12.0,13.0,-1.0,G2,17,100T,26,1,0.681,0.355,1.036
AllMaps,Boostio,100T,Gekko,0.88,147.0,23,29,7,-6,74.0,98.0,25.0,1.0,3.0,-2.0,G2,17,100T,26,1,0.483,0.34,0.822
AllMaps,johnqt,SEN,Viper,0.98,162.0,35,36,16,-1,73.0,126.0,32.0,3.0,2.0,1.0,SEN,28,LEV,32,0,0.618,0.397,1.015
AllMaps,Zellsis,SEN,Killjoy,0.94,203.0,39,40,3,-1,70.0,134.0,16.0,6.0,7.0,-1.0,SEN,28,LEV,32,0,0.616,0.303,0.919
AllMaps,TenZ,SEN,Omen,0.91,190.0,37,45,25,-8,72.0,121.0,26.0,7.0,8.0,-1.0,SEN,28,LEV,32,0,0.553,0.37,0.924
AllMaps,zekken,SEN,Raze,0.77,204.0,41,48,6,-7,65.0,125.0,26.0,7.0,8.0,-1.0,SEN,28,LEV,32,0,0.548,0.31,0.858
AllMaps,Sacy,SEN,Fade,0.76,134.0,28,43,16,-15,67.0,107.0,30.0,5.0,6.0,-1.0,SEN,28,LEV,32,0,0.506,0.346,0.852
AllMaps,aspas,LEV,Raze,1.61,314.0,68,34,9,34,78.0,213.0,32.0,13.0,7.0,6.0,SEN,28,LEV,32,1,0.864,0.47,1.334
AllMaps,kiNgg,LEV,Viper,1.14,222.0,46,36,14,10,78.0,150.0,33.0,6.0,4.0,2.0,SEN,28,LEV,32,1,0.771,0.431,1.201
AllMaps,Mazino,LEV,Omen,0.89,161.0,36,36,21,0,75.0,115.0,30.0,5.0,3.0,2.0,SEN,28,LEV,32,1,0.613,0.399,1.012
AllMaps,C0M,LEV,Fade,0.89,170.0,33,39,22,-6,75.0,105.0,22.0,4.0,10.0,-6.0,SEN,28,LEV,32,1,0.525,0.36,0.886
AllMaps,tex,LEV,Killjoy,0.79,133.0,29,35,6,-6,75.0,92.0,26.0,3.0,4.0,-1.0,SEN,28,LEV,32,1,0.494,0.329,0.823
AllMaps,Klaus,KRÜ,Gekko,1.21,212.0,30,24,17,6,85.0,136.0,24.0,2.0,1.0,1.0,KRU,26,MIBR,14,0,0.738,0.45,1.188
AllMaps,keznit,KRÜ,Reyna,1.18,268.0,38,27,6,11,70.0,184.0,26.0,7.0,8.0,-1.0,KRU,26,MIBR,14,0,0.811,0.362,1.173
AllMaps,heat,KRÜ,Kayo,1.17,203.0,31,25,13,6,75.0,136.0,42.0,3.0,4.0,-1.0,KRU,26,MIBR,14,0,0.766,0.403,1.169
AllMaps,Melser,KRÜ,Viper,1.03,178.0,27,22,6,5,73.0,130.0,38.0,7.0,5.0,2.0,KRU,26,MIBR,14,0,0.731,0.377,1.108
AllMaps,Shyy,KRÜ,Killjoy,1.01,168.0,24,23,8,1,78.0,120.0,31.0,1.0,2.0,-1.0,KRU,26,MIBR,14,0,0.619,0.38,0.999
AllMaps,jzz,MIBR,Sova,0.97,208.0,29,31,9,-2,70.0,144.0,40.0,7.0,3.0,4.0,KRU,26,MIBR,14,0,0.645,0.403,1.049
AllMaps,frz,MIBR,Killjoy,0.93,203.0,27,28,6,-1,68.0,134.0,20.0,2.0,7.0,-5.0,KRU,26,MIBR,14,0,0.606,0.319,0.926
AllMaps,artzin,MIBR,Jett,0.91,212.0,28,35,4,-7,58.0,141.0,26.0,7.0,5.0,2.0,KRU,26,MIBR,14,0,0.577,0.317,0.894
AllMaps,RgLMeister,MIBR,Harbor,0.76,147.0,20,30,12,-10,68.0,89.0,21.0,2.0,3.0,-1.0,KRU,26,MIBR,14,0,0.469,0.348,0.817
AllMaps,mazin,MIBR,Viper,0.75,130.0,17,26,11,-9,73.0,86.0,28.0,2.0,2.0,0.0,KRU,26,MIBR,14,0,0.454,0.364,0.817
AllMaps,Victor,NRG,Raze,1.44,305.0,40,23,8,17,78.0,203.0,24.0,7.0,3.0,4.0,NRG,26,FUR,10,1,0.85,0.456,1.306
AllMaps,Demon1,NRG,Jett,1.31,272.0,38,23,1,15,81.0,185.0,52.0,9.0,3.0,6.0,NRG,26,FUR,10,1,0.856,0.391,1.247
AllMaps,Marved,NRG,Viper,1.22,208.0,26,18,14,8,78.0,135.0,28.0,2.0,3.0,-1.0,NRG,26,FUR,10,1,0.742,0.413,1.155
AllMaps,crashies,NRG,Skye,0.98,185.0,24,22,15,2,86.0,114.0,50.0,0.0,1.0,-1.0,NRG,26,FUR,10,1,0.656,0.41,1.066
AllMaps,Ethan,NRG,Omen,0.94,158.0,20,20,16,0,78.0,113.0,25.0,3.0,5.0,-2.0,NRG,26,FUR,10,1,0.605,0.375,0.98
AllMaps,nzr,FUR,Skye,1.16,200.0,25,26,10,-1,67.0,136.0,23.0,1.0,1.0,0.0,NRG,26,FUR,10,0,0.62,0.406,1.027
AllMaps,mwzera,FUR,Yoru,0.77,178.0,23,31,10,-8,64.0,113.0,29.0,2.0,6.0,-4.0,NRG,26,FUR,10,0,0.516,0.329,0.845
AllMaps,Khalil,FUR,Omen,0.75,147.0,18,30,8,-12,64.0,98.0,19.0,2.0,0.0,2.0,NRG,26,FUR,10,0,0.462,0.373,0.835
AllMaps,kon4n,FUR,Viper,0.72,153.0,19,29,13,-10,61.0,94.0,25.0,4.0,3.0,1.0,NRG,26,FUR,10,0,0.487,0.349,0.836
AllMaps,havoc,FUR,Raze,0.67,184.0,21,32,6,-11,64.0,120.0,33.0,6.0,11.0,-5.0,NRG,26,FUR,10,0,0.533,0.285,0.818
AllMaps,OXY,C9,Raze,1.6,372.0,76,45,13,31,83.0,225.0,27.0,15.0,10.0,5.0,C9,35,EG,25,1,0.857,0.478,1.336
AllMaps,runi,C9,Viper,1.19,196.0,44,33,22,11,75.0,144.0,37.0,5.0,4.0,1.0,C9,35,EG,25,1,0.764,0.422,1.187
AllMaps,Xeppaa,C9,Gekko,1.05,203.0,43,39,22,4,77.0,119.0,27.0,5.0,6.0,-1.0,C9,35,EG,25,1,0.709,0.394,1.103
AllMaps,moose,C9,Killjoy,1.02,171.0,37,34,13,3,70.0,120.0,30.0,1.0,5.0,-4.0,C9,35,EG,25,1,0.65,0.366,1.016
AllMaps,vanity,C9,Omen,0.78,141.0,29,40,21,-11,73.0,83.0,18.0,4.0,5.0,-1.0,C9,35,EG,25,1,0.479,0.358,0.837
AllMaps,NaturE,EG,Viper,0.94,166.0,35,42,20,-7,72.0,117.0,38.0,2.0,3.0,-1.0,C9,35,EG,25,0,0.542,0.373,0.915
AllMaps,Apoth,EG,Cypher,0.94,195.0,40,44,12,-4,67.0,135.0,39.0,7.0,9.0,-2.0,C9,35,EG,25,0,0.599,0.357,0.955
AllMaps,Derrek,EG,Fade,0.91,185.0,35,44,23,-9,62.0,124.0,34.0,2.0,1.0,1.0,C9,35,EG,25,0,0.548,0.38,0.928
AllMaps,jawgemo,EG,Raze,0.8,206.0,43,52,3,-9,60.0,136.0,28.0,12.0,8.0,4.0,C9,35,EG,25,0,0.562,0.302,0.863
AllMaps,supamen,EG,Omen,0.8,192.0,37,47,18,-10,70.0,126.0,33.0,7.0,9.0,-2.0,C9,35,EG,25,0,0.555,0.347,0.901
AllMaps,runi,C9,Viper,1.23,226.0,55,38,15,17,87.0,149.0,39.0,7.0,4.0,3.0,C9,37,LOUD,26,1,0.789,0.459,1.248
AllMaps,OXY,C9,Raze,1.19,283.0,63,49,17,14,76.0,187.0,27.0,17.0,13.0,4.0,C9,37,LOUD,26,1,0.822,0.437,1.259
AllMaps,Xeppaa,C9,Skye,1.05,176.0,40,39,41,1,84.0,108.0,28.0,5.0,4.0,1.0,C9,37,LOUD,26,1,0.645,0.422,1.068
AllMaps,moose,C9,Cypher,1.03,157.0,39,32,10,7,79.0,100.0,23.0,2.0,0.0,2.0,C9,37,LOUD,26,1,0.667,0.439,1.106
AllMaps,vanity,C9,Brimstone,1.02,167.0,37,36,28,1,79.0,113.0,20.0,7.0,4.0,3.0,C9,37,LOUD,26,1,0.63,0.424,1.054
AllMaps,saadhak,LOUD,Breach,1.06,231.0,46,46,18,0,67.0,152.0,23.0,4.0,10.0,-6.0,C9,37,LOUD,26,0,0.68,0.365,1.045
AllMaps,Less,LOUD,Viper,0.98,197.0,45,44,11,1,65.0,136.0,32.0,4.0,5.0,-1.0,C9,37,LOUD,26,0,0.671,0.366,1.037
AllMaps,cauanzin,LOUD,Kayo,0.94,191.0,39,49,18,-10,73.0,129.0,24.0,6.0,6.0,0.0,C9,37,LOUD,26,0,0.559,0.384,0.943
AllMaps,tuyz,LOUD,Brimstone,0.86,153.0,33,46,19,-13,62.0,100.0,27.0,2.0,2.0,0.0,C9,37,LOUD,26,0,0.503,0.357,0.86
AllMaps,qck,LOUD,Raze,0.73,159.0,31,49,15,-18,65.0,115.0,15.0,9.0,15.0,-6.0,C9,37,LOUD,26,0,0.498,0.327,0.825
AllMaps,TenZ,SEN,Omen,1.62,251.0,34,15,22,19,86.0,154.0,29.0,4.0,0.0,4.0,SEN,26,MIBR,10,1,0.818,0.502,1.319
AllMaps,zekken,SEN,Raze,1.42,325.0,40,24,10,16,89.0,203.0,25.0,14.0,7.0,7.0,SEN,26,MIBR,10,1,0.849,0.483,1.332
AllMaps,johnqt,SEN,Viper,1.33,224.0,29,17,16,12,89.0,141.0,32.0,1.0,4.0,-3.0,SEN,26,MIBR,10,1,0.755,0.43,1.185
AllMaps,Zellsis,SEN,Killjoy,1.25,203.0,26,19,18,7,83.0,141.0,18.0,0.0,2.0,-2.0,SEN,26,MIBR,10,1,0.717,0.416,1.133
AllMaps,Sacy,SEN,Fade,0.94,150.0,22,19,9,3,81.0,95.0,44.0,3.0,1.0,2.0,SEN,26,MIBR,10,1,0.661,0.424,1.085
AllMaps,mazin,MIBR,Viper,0.96,166.0,20,26,19,-6,61.0,97.0,34.0,1.0,3.0,-2.0,SEN,26,MIBR,10,0,0.507,0.349,0.855
AllMaps,RgLMeister,MIBR,Omen,0.82,168.0,21,31,10,-10,50.0,111.0,38.0,3.0,0.0,3.0,SEN,26,MIBR,10,0,0.541,0.373,0.914
AllMaps,frz,MIBR,Killjoy,0.67,141.0,17,30,6,-13,50.0,100.0,23.0,2.0,8.0,-6.0,SEN,26,MIBR,10,0,0.453,0.262,0.715
AllMaps,artzin,MIBR,Raze,0.63,180.0,21,32,7,-11,53.0,125.0,25.0,5.0,8.0,-3.0,SEN,26,MIBR,10,0,0.52,0.274,0.794
AllMaps,jzz,MIBR,Skye,0.52,134.0,15,32,6,-17,53.0,92.0,39.0,3.0,3.0,0.0,SEN,26,MIBR,10,0,0.454,0.272,0.726
AllMaps,Klaus,KRÜ,Viper,1.27,238.0,35,21,9,14,78.0,149.0,32.0,8.0,2.0,6.0,KRU,26,EG,14,0,0.79,0.449,1.239
AllMaps,heat,KRÜ,Fade,1.21,231.0,31,23,11,8,78.0,151.0,49.0,3.0,3.0,0.0,KRU,26,EG,14,0,0.801,0.421,1.221
AllMaps,Melser,KRÜ,Omen,1.19,188.0,27,21,13,6,70.0,138.0,38.0,2.0,2.0,0.0,KRU,26,EG,14,0,0.743,0.405,1.148
AllMaps,keznit,KRÜ,Raze,1.18,252.0,37,23,5,14,65.0,160.0,31.0,6.0,10.0,-4.0,KRU,26,EG,14,0,0.794,0.33,1.123
AllMaps,Shyy,KRÜ,Killjoy,0.95,163.0,23,23,13,0,78.0,110.0,18.0,2.0,2.0,0.0,KRU,26,EG,14,0,0.585,0.393,0.979
AllMaps,supamen,EG,Omen,0.95,198.0,28,31,6,-3,68.0,134.0,39.0,5.0,2.0,3.0,KRU,26,EG,14,0,0.616,0.364,0.98
AllMaps,Derrek,EG,Fade,0.94,179.0,25,28,6,-3,63.0,124.0,39.0,2.0,0.0,2.0,KRU,26,EG,14,0,0.584,0.369,0.953
